name,http_status,https_status,SIREN,type,sources,script
ha-inter-rp-98.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha-inter-rp-eco-143.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha-inter-rp-eco-144.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha-inter-rp-pre-120.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha-ni-recette-vpn-ssl-154.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha-ni-vpn-ssl-155.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha1.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
ha1-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
a.ha1-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
b.ha1-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha10.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha11.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha13.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha14.developpement-durable.gouv.fr,200 OK,wrong version number,,Gouvernement,Ajout manuel de Julien Palard,
ha15.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha16.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha17.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha18.developpement-durable.gouv.fr,302 Found https://cites.application.developpement-durable.gouv.fr/,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha19.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha2.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha2-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
a.ha2-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
b.ha2-int-smtp.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha20.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha21.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha22.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha23.developpement-durable.gouv.fr,302 Found https://reconnaissance-a21.developpement-durable.gouv.fr/,sslv3 alert handshake failure,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha24.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha25.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha26.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha27.developpement-durable.gouv.fr,200 OK,wrong version number,,Gouvernement,Ajout manuel de Julien Palard,
ha28.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha29.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha3.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha31.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
ha32.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha33.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha34.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha35.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha38.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
ha4.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha5.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha6.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha7.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha8.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
ha9.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
haute-normandie.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
enqueteur.haute-normandie.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,Ajout manuel de Julien Palard,
www.haute-normandie.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
haute-saone.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.haute-saone.developpement-durable.gouv.fr,301 Moved Permanently http://www.haute-saone.gouv.fr/,certificate verify failed,,Gouvernement,DNS,
hautes-alpes.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.hautes-alpes.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
services-etat.hautes-pyrenees.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.services-etat.hautes-pyrenees.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
hauts-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.hauts-de-france.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,Ajout manuel de Julien Palard,
paysages.hauts-de-seine.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.paysages.hauts-de-seine.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
hb1.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
hb2.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
hb3.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
hb4.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hb5.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hb6.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Julien Palard,
hb7.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hb8.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
hc1.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hc2.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
hc3.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hc4.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
hc5.developpement-durable.gouv.fr,302 Found https://flux.preprod.sytadin.fr/,sslv3 alert handshake failure,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
www-maj.hctisn.developpement-durable.gouv.fr,401 Unauthorized,401 Unauthorized,,Gouvernement,https://crt.sh/?id=8191713058,import-from-ct-logs.py
histoire-dac.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.histoire-dac.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Bastien Guerry,
hydro.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,CT logs,import-from-ct-logs.py
hydroportail.developpement-durable.gouv.fr,404 Not Found,301 Moved Permanently https://www.hydroportail.developpement-durable.gouv.fr/,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
proto.hydroportail.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.proto.hydroportail.developpement-durable.gouv.fr,302 Found https://authentification.din.developpement-durable.gouv.fr/cas/public/login?service=https%3A%2F%2Fwww.proto.hydroportail.developpement-durable.gouv.fr%2Fsso%2Flogin,302 Found https://authentification.din.developpement-durable.gouv.fr/cas/public/login?service=https%3A%2F%2Fwww.proto.hydroportail.developpement-durable.gouv.fr%2Fsso%2Flogin,,Gouvernement,CT logs,import-from-ct-logs.py
www.hydroportail.developpement-durable.gouv.fr,404 Not Found,302 Found https://authentification.din.developpement-durable.gouv.fr/cas/public/login?service=http%3A%2F%2Fwww.hydroportail.developpement-durable.gouv.fr%2Fsso%2Flogin,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
www.hydroportailv3.developpement-durable.gouv.fr,200 OK,certificate verify failed,,,CT logs,import-from-ct-logs.py
proto.hydroportailv4.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.proto.hydroportailv4.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,CT logs,import-from-ct-logs.py
www.mementorenovnrj.drieat.idf.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,https://crt.sh/?id=8353848966,import-from-ct-logs.py
ifore.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
catalogue.ifore.developpement-durable.gouv.fr,301 Moved Permanently https://catalogue.ipec.developpement-durable.gouv.fr/,301 Moved Permanently https://catalogue.ipec.developpement-durable.gouv.fr/,,Gouvernement,Ajout manuel de Bastien Guerry,
www.ifore.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
igam.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.igam.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
enqueteur.igedd.developpement-durable.gouv.fr,200 OK,200 OK,,,CT logs,import-from-ct-logs.py
www.igedd.developpement-durable.gouv.fr,200 OK,200 OK,,,CT logs,import-from-ct-logs.py
www-maj.igedd.developpement-durable.gouv.fr,401 Unauthorized,401 Unauthorized,,,CT logs,import-from-ct-logs.py
atlh.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.atlh.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Bastien Guerry,
dir.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www-maj.tunnels.dir.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,CT logs,import-from-ct-logs.py
www.dir.ile-de-france.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Bastien Guerry,
www-maj.dir.ile-de-france.developpement-durable.gouv.fr,401 Unauthorized,401 Unauthorized,,Gouvernement,CT logs,import-from-ct-logs.py
driea.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
mementorenovationenergetique.driea.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.mementorenovationenergetique.driea.ile-de-france.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
www.driea.ile-de-france.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
www.mementorenovationenergetique.drieat.ile-de-france.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,https://crt.sh/?id=8353848966,import-from-ct-logs.py
www.mre.drieat.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,,CT logs,import-from-ct-logs.py
www.drieat.ile-de-france.developpement-durable.gouv.fr,200 OK,200 OK,,,CT logs,import-from-ct-logs.py
driee.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.driee.ile-de-france.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,Ajout manuel de Bastien Guerry,
drihl.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
referenceloyer.drihl.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.referenceloyer.drihl.ile-de-france.developpement-durable.gouv.fr,200 OK,Network is unreachable,,Gouvernement,Ajout manuel de Bastien Guerry,
www.drihl.ile-de-france.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Bastien Guerry,
www-maj.drihl.ile-de-france.developpement-durable.gouv.fr,401 Unauthorized,401 Unauthorized,,Gouvernement,CT logs,import-from-ct-logs.py
enroute.ile-de-france.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.enroute.ile-de-france.developpement-durable.gouv.fr,301 Moved Permanently https://www.dir.ile-de-france.developpement-durable.gouv.fr/,301 Moved Permanently https://www.dir.ile-de-france.developpement-durable.gouv.fr/,,Gouvernement,Ajout manuel de Bastien Guerry,
indicateurs-snbc.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
www-maj.info-requin-reunion.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,,CT logs,import-from-ct-logs.py
infosols.developpement-durable.gouv.fr,200,200,,,"Found in cert of C=FR, L=PARIS LA DEFENSE, O=SG MIN TRANS ECOL SOLID, OU=0002 13001954000025, CN=infosols.developpement-durable.gouv.fr, serialNumber=S231790164, see https://crt.sh/?id=6440219965",
installationsclassees.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
documents.installationsclassees.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,Ajout manuel de Bastien Guerry,
www.installationsclassees.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,https://github.com/bzg/gouvfrlist,
ipec.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,DNS,
catalogue.ipec.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Julien Palard,
www.catalogue.ipec.developpement-durable.gouv.fr,301 Moved Permanently https://catalogue.ipec.developpement-durable.gouv.fr/,301 Moved Permanently https://catalogue.ipec.developpement-durable.gouv.fr/,,Gouvernement,CT logs,import-from-ct-logs.py
www.ipec.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
www-maj.ipec.developpement-durable.gouv.fr,401 Authorization Required,401 Authorization Required,,,CT logs,import-from-ct-logs.py
journeequalitedelair.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
www.journeequalitedelair.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
labair.developpement-durable.gouv.fr,200 OK,200 OK,,,CT logs,import-from-ct-logs.py
enqueteur.landes.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
languedoc-roussillon.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
agenda21.languedoc-roussillon.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,Ajout manuel de Julien Palard,
www.agenda21.languedoc-roussillon.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,DNS,
paysages.languedoc-roussillon.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,Ajout manuel de Julien Palard,
www.languedoc-roussillon.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
languedoc-roussillon-midi-pyrenees.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.languedoc-roussillon-midi-pyrenees.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
enquete.lf.developpement-durable.gouv.fr,Timeout,certificate verify failed,,,CT logs,import-from-ct-logs.py
limousin.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
enqueteur.limousin.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,Ajout manuel de Julien Palard,
www.limousin.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,https://www.data.gouv.fr/fr/datasets/listes-des-sites-gouv-fr/,
lorraine.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
enqueteur.lorraine.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,DNS,
www.lorraine.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
loup.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.loup.developpement-durable.gouv.fr,301 Moved Permanently https://pna-loup.developpement-durable.gouv.fr,301 Moved Permanently https://pna-loup.developpement-durable.gouv.fr,,Gouvernement,DNS,
www-maj.lycee-maritime-ciboure.developpement-durable.gouv.fr,401 Unauthorized,401 Unauthorized,,Gouvernement,https://crt.sh/?id=8340322789,import-from-ct-logs.py
m-rapidd.developpement-durable.gouv.fr,404 Not Found,certificate verify failed,,Gouvernement,https://crt.sh/?id=8386084597,import-from-ct-logs.py
magelan.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.magelan.developpement-durable.gouv.fr,401 Authorization Required,401 Authorization Required,,Gouvernement,CT logs,import-from-ct-logs.py
extranet.collaboratif.manche.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
www.marne.developpement-durable.gouv.fr,301 Moved Permanently http://www.marne.gouv.fr/,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
martinique.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
dm.martinique.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.dm.martinique.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
donnees.martinique.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.donnees.martinique.developpement-durable.gouv.fr,503 Service Unavailable,503 Service Unavailable,,Gouvernement,https://github.com/bzg/gouvfrlist,
enqueteur.martinique.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Julien Palard,
www.martinique.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
dir.massif-central.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.dir.massif-central.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
enroute.massif-central.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.enroute.massif-central.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
collectivites.mayenne.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,Ajout manuel de Julien Palard,
www.collectivites.mayenne.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,DNS,
enqueteur.mayenne.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,DNS,
mayotte.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,ADULLACT,
www.mayotte.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,CT logs,import-from-ct-logs.py
mediatheque.developpement-durable.gouv.fr,301 Moved Permanently https://terra.developpement-durable.gouv.fr/,301 Moved Permanently https://terra.developpement-durable.gouv.fr/,,Gouvernement,CT logs,import-from-ct-logs.py
www.affaires-maritimes.mediterranee.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
dir.mediterranee.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.dir.mediterranee.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Bastien Guerry,
dirm.mediterranee.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.dirm.mediterranee.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,DNS,
enroute.mediterranee.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.enroute.mediterranee.developpement-durable.gouv.fr,301 Moved Permanently http://www.dir.mediterranee.developpement-durable.gouv.fr/,Connection reset by peer,,Gouvernement,DNS,
melanie2web.developpement-durable.gouv.fr,Timeout,Timeout,,Gouvernement,CT logs,import-from-ct-logs.py
melanissimo.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Bastien Guerry,
dirm.memn.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.dirm.memn.developpement-durable.gouv.fr,200 OK,200 OK,,Gouvernement,Ajout manuel de Bastien Guerry,
rif.mer.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,Ajout manuel de Julien Palard,
www.rif.mer.developpement-durable.gouv.fr,Temporary failure in name resolution,Temporary failure in name resolution,,Gouvernement,DNS,
www-maj.rif.mer.developpement-durable.gouv.fr,No address associated with hostname,No address associated with hostname,,Gouvernement,https://crt.sh/?id=8510159921,import-from-ct-logs.py
www.mer.developpement-durable.gouv.fr,Name or service not known,Name or service not known,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer12.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer13.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer14.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer168.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer17.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer170.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer172.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer174.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer175.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4000.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4001.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4002.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4003.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4004.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4005.developpement-durable.gouv.fr,200 OK,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
mer4006.developpement-durable.gouv.fr,403 Forbidden,certificate verify failed,,Gouvernement,https://github.com/tb0hdan/domains/blob/master/data/france,
